province,region_code,typology,office,office_no
Eastern Cape,C0640000,Rural,SGELN,8
Eastern Cape,C0610000,Rural,SGELN,8
Eastern Cape,C0540000,Rural,SGELN,8
Eastern Cape,C0500000,Rural,SGELN,8
Eastern Cape,C0490000,Rural,SGELN,8
Eastern Cape,C0980000,Rural,SGELN,8
Eastern Cape,C0460000,Rural,SGELN,8
Eastern Cape,C0960000,Rural,SGELN,8
Eastern Cape,C0950000,Rural,SGELN,8
Eastern Cape,C0430000,Rural,SGELN,8
Eastern Cape,C0420000,Rural,SGELN,8
Eastern Cape,C0400000,Rural,SGELN,8
Eastern Cape,C0930000,Rural,SGELN,8
Eastern Cape,C0340000,Rural,SGELN,8
Eastern Cape,C0270000,Rural,SGELN,8
Eastern Cape,C1120000,Rural,SGELN,8
Eastern Cape,C0220000,Rural,SGELN,8
Eastern Cape,C0180000,Rural,SGELN,8
Eastern Cape,C0140000,Rural,SGELN,8
Eastern Cape,C0910000,Rural,SGELN,8
Eastern Cape,C0110000,Rural,SGELN,8
Eastern Cape,C0090000,Rural,SGELN,8
Eastern Cape,C0040000,Rural,SGELN,8
Eastern Cape,C0380043,Urban,SGELN,8
Eastern Cape,C0590010,Urban,SGELN,8
Eastern Cape,C1140048,Urban,SGELN,8
Eastern Cape,C1140030,Urban,SGELN,8
Eastern Cape,C0400005,Urban,SGELN,8
Eastern Cape,C0110005,Urban,SGELN,8
Eastern Cape,C0110007,Urban,SGELN,8
Eastern Cape,C0130002,Urban,SGELN,8
Eastern Cape,C1130008,Urban,SGELN,8
Eastern Cape,C0620035,Urban,SGELN,8
Eastern Cape,C0620033,Urban,SGELN,8
Eastern Cape,C0460012,Urban,SGELN,8
Eastern Cape,C0130011,Urban,SGELN,8
Eastern Cape,C0030000,Rural,SGELN,8
Eastern Cape,C1030000,Rural,SGELN,8
Eastern Cape,C0400008,Urban,SGELN,8
Eastern Cape,C0230037,Urban,SGELN,8
Eastern Cape,C1100010,Urban,SGELN,8
Eastern Cape,C0540003,Urban,SGELN,8
Eastern Cape,C0590011,Urban,SGELN,8
Eastern Cape,C0390015,Urban,SGELN,8
Eastern Cape,C0350002,Urban,SGELN,8
Eastern Cape,C1170013,Urban,SGELN,8
Eastern Cape,C0270011,Urban,SGELN,8
Eastern Cape,C0780013,Urban,SGELN,8
Eastern Cape,C1140000,Rural,SGELN,8
Eastern Cape,C1030037,Urban,SGELN,8
Eastern Cape,C0380024,Urban,SGELN,8
Eastern Cape,C0040004,Urban,SGELN,8
Eastern Cape,C0550000,Rural,SGELN,8
Eastern Cape,C0590022,Urban,SGELN,8
Eastern Cape,C1030008,Urban,SGELN,8
Eastern Cape,C0500003,Urban,SGELN,8
Eastern Cape,C0020006,Urban,SGELN,8
Eastern Cape,C0590015,Urban,SGELN,8
Eastern Cape,C0080004,Urban,SGELN,8
Eastern Cape,C0670001,Urban,SGELN,8
Eastern Cape,C1030006,Urban,SGELN,8
Eastern Cape,C0340004,Urban,SGELN,8
Eastern Cape,C0850004,Urban,SGELN,8
Eastern Cape,C1090008,Urban,SGELN,8
Eastern Cape,C1120001,Urban,SGELN,8
Eastern Cape,C0230009,Urban,SGELN,8
Eastern Cape,C0490002,Urban,SGELN,8
Eastern Cape,C0380048,Urban,SGELN,8
Eastern Cape,C1110006,Urban,SGELN,8
Eastern Cape,C0160019,Urban,SGELN,8
Eastern Cape,C0230000,Rural,SGELN,8
Eastern Cape,C0380032,Urban,SGELN,8
Eastern Cape,C1140041,Urban,SGELN,8
Eastern Cape,C0130000,Rural,SGELN,8
Eastern Cape,C1130001,Urban,SGELN,8
Eastern Cape,C0080006,Urban,SGELN,8
Eastern Cape,C0670018,Urban,SGELN,8
Eastern Cape,C0760021,Urban,SGELN,8
Eastern Cape,C0500001,Urban,SGELN,8
Eastern Cape,C0160070,Urban,SGELN,8
Eastern Cape,C0590012,Urban,SGELN,8
Eastern Cape,C0130013,Urban,SGELN,8
Eastern Cape,C0340011,Urban,SGELN,8
Eastern Cape,C0160056,Urban,SGELN,8
Eastern Cape,C0750000,Rural,SGELN,8
Eastern Cape,C0730004,Urban,SGELN,8
Eastern Cape,C0130021,Urban,SGELN,8
Eastern Cape,C0760003,Urban,SGELN,8
Eastern Cape,C0930013,Urban,SGELN,8
Eastern Cape,C0590003,Urban,SGELN,8
Eastern Cape,C0380066,Urban,SGELN,8
Eastern Cape,C0160079,Urban,SGELN,8
Eastern Cape,C1030001,Urban,SGELN,8
Eastern Cape,C1030033,Urban,SGELN,8
Eastern Cape,C0590021,Urban,SGELN,8
Eastern Cape,C0380000,Rural,SGELN,8
Eastern Cape,C0930005,Urban,SGELN,8
Eastern Cape,C0760007,Urban,SGELN,8
Eastern Cape,C0760029,Urban,SGELN,8
Eastern Cape,C0430002,Urban,SGELN,8
Eastern Cape,C1010000,Rural,SGELN,8
Eastern Cape,C0760001,Urban,SGELN,8
Eastern Cape,C0620039,Urban,SGELN,8
Eastern Cape,C1090015,Urban,SGELN,8
Eastern Cape,C0130001,Urban,SGELN,8
Eastern Cape,C1170012,Urban,SGELN,8
Eastern Cape,C0380013,Urban,SGELN,8
Eastern Cape,C0540001,Urban,SGELN,8
Eastern Cape,C0460008,Urban,SGELN,8
Eastern Cape,C0590029,Urban,SGELN,8
Eastern Cape,C0160046,Urban,SGELN,8
Eastern Cape,C1130013,Urban,SGELN,8
Eastern Cape,C0160008,Urban,SGELN,8
Eastern Cape,C0230010,Urban,SGELN,8
Eastern Cape,C0240000,Rural,SGELN,8
Eastern Cape,C0130023,Urban,SGELN,8
Eastern Cape,C0160044,Urban,SGELN,8
Eastern Cape,C0550017,Urban,SGELN,8
Eastern Cape,C0440000,Rural,SGELN,8
Eastern Cape,C0160016,Urban,SGELN,8
Eastern Cape,C1140073,Urban,SGELN,8
Eastern Cape,C0780001,Urban,SGELN,8
Eastern Cape,C0590024,Urban,SGELN,8
Eastern Cape,C0230048,Urban,SGELN,8
Eastern Cape,C0590018,Urban,SGELN,8
Eastern Cape,C1010002,Urban,SGELN,8
Eastern Cape,C0160059,Urban,SGELN,8
Eastern Cape,C0670012,Urban,SGELN,8
Eastern Cape,C0770002,Urban,SGELN,8
Eastern Cape,C0620025,Urban,SGELN,8
Eastern Cape,C0590026,Urban,SGELN,8
Eastern Cape,C1130014,Urban,SGELN,8
Eastern Cape,C0470000,Rural,SGELN,8
Eastern Cape,C0760025,Urban,SGELN,8
Eastern Cape,C0230022,Urban,SGELN,8
Eastern Cape,C0740000,Rural,SGELN,8
Eastern Cape,C1030007,Urban,SGELN,8
Eastern Cape,C0380046,Urban,SGELN,8
Eastern Cape,C0580002,Urban,SGELN,8
Eastern Cape,C0910017,Urban,SGELN,8
Eastern Cape,C0550018,Urban,SGELN,8
Eastern Cape,C0110002,Urban,SGELN,8
Eastern Cape,C0940000,Rural,SGELN,8
Eastern Cape,C0640001,Urban,SGELN,8
Eastern Cape,C0620003,Urban,SGELN,8
Eastern Cape,C0590016,Urban,SGELN,8
Eastern Cape,C0160082,Urban,SGELN,8
Eastern Cape,C0830002,Urban,SGELN,8
Eastern Cape,C0640006,Urban,SGELN,8
Eastern Cape,C0460001,Urban,SGELN,8
Eastern Cape,C0590042,Urban,SGELN,8
Eastern Cape,C0160076,Urban,SGELN,8
Eastern Cape,C0230040,Urban,SGELN,8
Eastern Cape,C0380064,Urban,SGELN,8
Eastern Cape,C0160068,Urban,SGELN,8
Eastern Cape,C0380047,Urban,SGELN,8
Eastern Cape,C0390000,Rural,SGELN,8
Eastern Cape,C0050005,Urban,SGELN,8
Eastern Cape,C1030031,Urban,SGELN,8
Eastern Cape,C0640008,Urban,SGELN,8
Eastern Cape,C0660001,Urban,SGELN,8
Eastern Cape,C0090004,Urban,SGELN,8
Eastern Cape,C0230047,Urban,SGELN,8
Eastern Cape,C0380014,Urban,SGELN,8
Eastern Cape,C0080000,Rural,SGELN,8
Eastern Cape,C1170004,Urban,SGELN,8
Eastern Cape,C1030011,Urban,SGELN,8
Eastern Cape,C1060001,Urban,SGELN,8
Eastern Cape,C0590009,Urban,SGELN,8
Eastern Cape,C0760016,Urban,SGELN,8
Eastern Cape,C0550013,Urban,SGELN,8
Eastern Cape,C0670005,Urban,SGELN,8
Eastern Cape,C0380007,Urban,SGELN,8
Eastern Cape,C1110000,Rural,SGELN,8
Eastern Cape,C1080001,Urban,SGELN,8
Eastern Cape,C0380034,Urban,SGELN,8
Eastern Cape,C1140020,Urban,SGELN,8
Eastern Cape,C0520000,Rural,SGELN,8
Eastern Cape,C0770001,Urban,SGELN,8
Eastern Cape,C0840004,Urban,SGELN,8
Eastern Cape,C0130026,Urban,SGELN,8
Eastern Cape,C0200005,Urban,SGELN,8
Eastern Cape,C0980001,Urban,SGELN,8
Eastern Cape,C0620019,Urban,SGELN,8
Eastern Cape,C0550012,Urban,SGELN,8
Eastern Cape,C1140006,Urban,SGELN,8
Eastern Cape,C0340012,Urban,SGELN,8
Eastern Cape,C0460014,Urban,SGELN,8
Eastern Cape,C0290000,Rural,SGELN,8
Eastern Cape,C1030026,Urban,SGELN,8
Eastern Cape,C0290006,Urban,SGELN,8
Eastern Cape,C0130017,Urban,SGELN,8
Eastern Cape,C0160054,Urban,SGELN,8
Eastern Cape,C0020001,Urban,SGELN,8
Eastern Cape,C1080000,Rural,SGELN,8
Eastern Cape,C1120016,Urban,SGELN,8
Eastern Cape,C0080001,Urban,SGELN,8
Eastern Cape,C0710005,Urban,SGELN,8
Eastern Cape,C1100015,Urban,SGELN,8
Eastern Cape,C1090011,Urban,SGELN,8
Eastern Cape,C0230043,Urban,SGELN,8
Eastern Cape,C0020004,Urban,SGELN,8
Eastern Cape,C0400007,Urban,SGELN,8
Eastern Cape,C1050000,Rural,SGELN,8
Eastern Cape,C0270006,Urban,SGELN,8
Eastern Cape,C0510012,Urban,SGELN,8
Eastern Cape,C0490001,Urban,SGELN,8
Eastern Cape,C0660000,Rural,SGELN,8
Eastern Cape,C1130022,Urban,SGELN,8
Eastern Cape,C0160026,Urban,SGELN,8
Eastern Cape,C0160025,Urban,SGELN,8
Eastern Cape,C0790004,Urban,SGELN,8
Eastern Cape,C0160007,Urban,SGELN,8
Eastern Cape,C1030032,Urban,SGELN,8
Eastern Cape,C0670015,Urban,SGELN,8
Eastern Cape,C0990000,Rural,SGELN,8
Eastern Cape,C0020005,Urban,SGELN,8
Eastern Cape,C0030003,Urban,SGELN,8
Eastern Cape,C0160043,Urban,SGELN,8
Eastern Cape,C0670024,Urban,SGELN,8
Eastern Cape,C1110004,Urban,SGELN,8
Eastern Cape,C1030002,Urban,SGELN,8
Eastern Cape,C0760018,Urban,SGELN,8
Eastern Cape,C0590000,Rural,SGELN,8
Eastern Cape,C0540002,Urban,SGELN,8
Eastern Cape,C1100021,Urban,SGELN,8
Eastern Cape,C1090010,Urban,SGELN,8
Eastern Cape,C0590041,Urban,SGELN,8
Eastern Cape,C0230019,Urban,SGELN,8
Eastern Cape,C0270009,Urban,SGELN,8
Eastern Cape,C0090001,Urban,SGELN,8
Eastern Cape,C1040000,Rural,SGELN,8
Eastern Cape,C0160050,Urban,SGELN,8
Eastern Cape,C0620013,Urban,SGELN,8
Eastern Cape,C0350000,Rural,SGELN,8
Eastern Cape,C0940019,Urban,SGELN,8
Eastern Cape,C0020003,Urban,SGELN,8
Eastern Cape,C0910001,Urban,SGELN,8
Eastern Cape,C0500002,Urban,SGELN,8
Eastern Cape,C0590027,Urban,SGELN,8
Eastern Cape,C0160021,Urban,SGELN,8
Eastern Cape,C0580000,Rural,SGELN,8
Eastern Cape,C0230007,Urban,SGELN,8
Eastern Cape,C1140021,Urban,SGELN,8
Eastern Cape,C0080002,Urban,SGELN,8
Eastern Cape,C0380033,Urban,SGELN,8
Eastern Cape,C0400006,Urban,SGELN,8
Eastern Cape,C0590035,Urban,SGELN,8
Eastern Cape,C0700000,Rural,SGELN,8
Eastern Cape,C0620040,Urban,SGELN,8
Eastern Cape,C0060000,Rural,SGELN,8
Eastern Cape,C0430001,Urban,SGELN,8
Eastern Cape,C0750004,Urban,SGELN,8
Eastern Cape,C1090003,Urban,SGELN,8
Eastern Cape,C0510001,Urban,SGELN,8
Eastern Cape,C0160061,Urban,SGELN,8
Eastern Cape,C0480002,Urban,SGELN,8
Eastern Cape,C0110003,Urban,SGELN,8
Eastern Cape,C1030041,Urban,SGELN,8
Eastern Cape,C0840005,Urban,SGELN,8
Eastern Cape,C0590031,Urban,SGELN,8
Eastern Cape,C0730010,Urban,SGELN,8
Eastern Cape,C0230038,Urban,SGELN,8
Eastern Cape,C0610002,Urban,SGELN,8
Eastern Cape,C0110009,Urban,SGELN,8
Eastern Cape,C1000000,Rural,SGELN,8
Eastern Cape,C0510008,Urban,SGELN,8
Eastern Cape,C0160037,Urban,SGELN,8
Eastern Cape,C0580006,Urban,SGELN,8
Eastern Cape,C1100002,Urban,SGELN,8
Eastern Cape,C0460009,Urban,SGELN,8
Eastern Cape,C0460004,Urban,SGELN,8
Eastern Cape,C0510000,Rural,SGELN,8
Eastern Cape,C1030039,Urban,SGELN,8
Eastern Cape,C0550007,Urban,SGELN,8
Eastern Cape,C0540004,Urban,SGELN,8
Eastern Cape,C0230027,Urban,SGELN,8
Eastern Cape,C1100020,Urban,SGELN,8
Eastern Cape,C0230028,Urban,SGELN,8
Eastern Cape,C0740002,Urban,SGELN,8
Eastern Cape,C0700005,Urban,SGELN,8
Eastern Cape,C0760011,Urban,SGELN,8
Eastern Cape,C0160009,Urban,SGELN,8
Eastern Cape,C1170005,Urban,SGELN,8
Eastern Cape,C0440001,Urban,SGELN,8
Eastern Cape,C0160055,Urban,SGELN,8
Eastern Cape,C0400002,Urban,SGELN,8
Eastern Cape,C0380016,Urban,SGELN,8
Eastern Cape,C0670002,Urban,SGELN,8
Eastern Cape,C0380028,Urban,SGELN,8
Eastern Cape,C1030040,Urban,SGELN,8
Eastern Cape,C1180003,Urban,SGELN,8
Eastern Cape,C0580007,Urban,SGELN,8
Eastern Cape,C0620000,Rural,SGELN,8
Eastern Cape,C1140042,Urban,SGELN,8
Eastern Cape,C0130009,Urban,SGELN,8
Eastern Cape,C0550003,Urban,SGELN,8
Eastern Cape,C0160067,Urban,SGELN,8
Eastern Cape,C0390006,Urban,SGELN,8
Eastern Cape,C0540005,Urban,SGELN,8
Eastern Cape,C0110008,Urban,SGELN,8
Eastern Cape,C0590007,Urban,SGELN,8
Eastern Cape,C1140066,Urban,SGELN,8
Eastern Cape,C0340001,Urban,SGELN,8
Eastern Cape,C0050002,Urban,SGELN,8
Eastern Cape,C0130006,Urban,SGELN,8
Eastern Cape,C0760000,Rural,SGELN,8
Eastern Cape,C0340002,Urban,SGELN,8
Eastern Cape,C0130015,Urban,SGELN,8
Eastern Cape,C0190003,Urban,SGELN,8
Eastern Cape,C0640007,Urban,SGELN,8
Eastern Cape,C0780004,Urban,SGELN,8
Eastern Cape,C1140002,Urban,SGELN,8
Eastern Cape,C0620032,Urban,SGELN,8
Eastern Cape,C0550006,Urban,SGELN,8
Eastern Cape,C1060000,Rural,SGELN,8
Eastern Cape,C0040003,Urban,SGELN,8
Eastern Cape,C0970000,Rural,SGELN,8
Eastern Cape,C0010002,Urban,SGELN,8
Eastern Cape,C0400001,Urban,SGELN,8
Eastern Cape,C0160032,Urban,SGELN,8
Eastern Cape,C1140072,Urban,SGELN,8
Eastern Cape,C1020000,Rural,SGELN,8
Eastern Cape,C0910006,Urban,SGELN,8
Eastern Cape,C0620017,Urban,SGELN,8
Eastern Cape,C0040006,Urban,SGELN,8
Eastern Cape,C0910015,Urban,SGELN,8
Eastern Cape,C0920022,Urban,SGELN,8
Eastern Cape,C0790017,Urban,SGELN,8
Eastern Cape,C1090012,Urban,SGELN,8
Eastern Cape,C0090003,Urban,SGELN,8
Eastern Cape,C0050000,Rural,SGELN,8
Eastern Cape,C1100011,Urban,SGELN,8
Eastern Cape,C0590038,Urban,SGELN,8
Eastern Cape,C0760027,Urban,SGELN,8
Eastern Cape,C0050001,Urban,SGELN,8
Eastern Cape,C1140016,Urban,SGELN,8
Eastern Cape,C0460020,Urban,SGELN,8
Eastern Cape,C0910007,Urban,SGELN,8
Eastern Cape,C0160006,Urban,SGELN,8
Eastern Cape,C1140059,Urban,SGELN,8
Eastern Cape,C0100002,Urban,SGELN,8
Eastern Cape,C0230034,Urban,SGELN,8
Eastern Cape,C0160017,Urban,SGELN,8
Eastern Cape,C0480001,Urban,SGELN,8
Eastern Cape,C0160022,Urban,SGELN,8
Eastern Cape,C0670027,Urban,SGELN,8
Eastern Cape,C1090001,Urban,SGELN,8
Eastern Cape,C0680000,Rural,SGELN,8
Eastern Cape,C1140005,Urban,SGELN,8
Eastern Cape,C0230035,Urban,SGELN,8
Eastern Cape,C0790013,Urban,SGELN,8
Eastern Cape,C0110004,Urban,SGELN,8
Eastern Cape,C0930003,Urban,SGELN,8
Eastern Cape,C1170016,Urban,SGELN,8
Eastern Cape,C0380021,Urban,SGELN,8
Eastern Cape,C0690001,Urban,SGELN,8
Eastern Cape,C0160057,Urban,SGELN,8
Eastern Cape,C0480000,Rural,SGELN,8
Eastern Cape,C0620036,Urban,SGELN,8
Eastern Cape,C1140001,Urban,SGELN,8
Eastern Cape,C0160027,Urban,SGELN,8
Eastern Cape,C0870000,Rural,SGELN,8
Eastern Cape,C0190000,Rural,SGELN,8
Eastern Cape,C0560000,Rural,SGELN,8
Eastern Cape,C0710000,Rural,SGELN,8
Eastern Cape,C0710009,Urban,SGELN,8
Eastern Cape,C0130020,Urban,SGELN,8
Eastern Cape,C0730005,Urban,SGELN,8
Eastern Cape,C0510004,Urban,SGELN,8
Eastern Cape,C0730006,Urban,SGELN,8
Eastern Cape,C0230003,Urban,SGELN,8
Eastern Cape,C0870001,Urban,SGELN,8
Eastern Cape,C1070001,Urban,SGELN,8
Eastern Cape,C0230026,Urban,SGELN,8
Eastern Cape,C1110002,Urban,SGELN,8
Eastern Cape,C0870005,Urban,SGELN,8
Eastern Cape,C0850000,Rural,SGELN,8
Eastern Cape,C0590032,Urban,SGELN,8
Eastern Cape,C1130002,Urban,SGELN,8
Eastern Cape,C0840000,Rural,SGELN,8
Eastern Cape,C0790008,Urban,SGELN,8
Eastern Cape,C0910004,Urban,SGELN,8
Eastern Cape,C0850002,Urban,SGELN,8
Eastern Cape,C0510013,Urban,SGELN,8
Eastern Cape,C1140015,Urban,SGELN,8
Eastern Cape,C0380031,Urban,SGELN,8
Eastern Cape,C0080005,Urban,SGELN,8
Eastern Cape,C0230031,Urban,SGELN,8
Eastern Cape,C1120005,Urban,SGELN,8
Eastern Cape,C0870009,Urban,SGELN,8
Eastern Cape,C1180000,Rural,SGELN,8
Eastern Cape,C0400003,Urban,SGELN,8
Eastern Cape,C1140034,Urban,SGELN,8
Eastern Cape,C0050003,Urban,SGELN,8
Eastern Cape,C1030025,Urban,SGELN,8
Eastern Cape,C0380003,Urban,SGELN,8
Eastern Cape,C0230021,Urban,SGELN,8
Eastern Cape,C0670011,Urban,SGELN,8
Eastern Cape,C0700001,Urban,SGELN,8
Eastern Cape,C0940020,Urban,SGELN,8
Eastern Cape,C1100000,Rural,SGELN,8
Eastern Cape,C0200004,Urban,SGELN,8
Eastern Cape,C0250000,Rural,SGELN,8
Eastern Cape,C0160003,Urban,SGELN,8
Eastern Cape,C0460010,Urban,SGELN,8
Eastern Cape,C1120006,Urban,SGELN,8
Eastern Cape,C0510007,Urban,SGELN,8
Eastern Cape,C1170000,Rural,SGELN,8
Eastern Cape,C0580005,Urban,SGELN,8
Eastern Cape,C0870014,Urban,SGELN,8
Eastern Cape,C0040005,Urban,SGELN,8
Eastern Cape,C0590034,Urban,SGELN,8
Eastern Cape,C1100001,Urban,SGELN,8
Eastern Cape,C1140056,Urban,SGELN,8
Eastern Cape,C0230025,Urban,SGELN,8
Eastern Cape,C1140007,Urban,SGELN,8
Eastern Cape,C0380027,Urban,SGELN,8
Eastern Cape,C0560001,Urban,SGELN,8
Eastern Cape,C0780009,Urban,SGELN,8
Eastern Cape,C1170006,Urban,SGELN,8
Eastern Cape,C0060002,Urban,SGELN,8
Eastern Cape,C1140060,Urban,SGELN,8
Eastern Cape,C0670009,Urban,SGELN,8
Eastern Cape,C0660002,Urban,SGELN,8
Eastern Cape,C0160000,Rural,SGELN,8
Eastern Cape,C1030009,Urban,SGELN,8
Eastern Cape,C0100000,Rural,SGELN,8
Eastern Cape,C0670016,Urban,SGELN,8
Eastern Cape,C1130005,Urban,SGELN,8
Eastern Cape,C0380020,Urban,SGELN,8
Eastern Cape,C0790015,Urban,SGELN,8
Eastern Cape,C0250004,Urban,SGELN,8
Eastern Cape,C0010000,Rural,SGELN,8
Eastern Cape,C0550004,Urban,SGELN,8
Eastern Cape,C0160049,Urban,SGELN,8
Eastern Cape,C0840001,Urban,SGELN,8
Eastern Cape,C0130030,Urban,SGELN,8
Eastern Cape,C0380070,Urban,SGELN,8
Eastern Cape,C1090013,Urban,SGELN,8
Eastern Cape,C0780008,Urban,SGELN,8
Eastern Cape,C0160040,Urban,SGELN,8
Eastern Cape,C0650003,Urban,SGELN,8
Eastern Cape,C0920003,Urban,SGELN,8
Eastern Cape,C0910019,Urban,SGELN,8
Eastern Cape,C1130006,Urban,SGELN,8
Eastern Cape,C0890001,Urban,SGELN,8
Eastern Cape,C1100026,Urban,SGELN,8
Eastern Cape,C1140062,Urban,SGELN,8
Eastern Cape,C1170014,Urban,SGELN,8
Eastern Cape,C0160018,Urban,SGELN,8
Free State,F0350007,Urban,SGBFN,1
Free State,C0070003,Urban,SGBFN,1
Free State,F0350012,Urban,SGBFN,1
Free State,F0040002,Urban,SGBFN,1
Free State,F0160003,Urban,SGBFN,1
Free State,F0390005,Urban,SGBFN,1
Free State,F0030010,Urban,SGBFN,1
Free State,F0160014,Urban,SGBFN,1
Free State,C0260002,Urban,SGBFN,1
Free State,F0120004,Urban,SGBFN,1
Free State,F0370002,Urban,SGBFN,1
Free State,F0030055,Urban,SGBFN,1
Free State,F0350004,Urban,SGBFN,1
Free State,F0030054,Urban,SGBFN,1
Free State,C0630001,Urban,SGBFN,1
Free State,F0030053,Urban,SGBFN,1
Free State,C0360013,Urban,SGBFN,1
Free State,F0030026,Urban,SGBFN,1
Free State,F0300002,Urban,SGBFN,1
Free State,F0030087,Urban,SGBFN,1
Free State,F0030068,Urban,SGBFN,1
Free State,C0570003,Urban,SGBFN,1
Free State,F0260004,Urban,SGBFN,1
Free State,F0390004,Urban,SGBFN,1
Free State,C0280013,Urban,SGBFN,1
Free State,C0410005,Urban,SGBFN,1
Free State,F0150020,Urban,SGBFN,1
Free State,F0120003,Urban,SGBFN,1
Free State,F0400004,Urban,SGBFN,1
Free State,F0210005,Urban,SGBFN,1
Free State,F0360002,Urban,SGBFN,1
Free State,F0030060,Urban,SGBFN,1
Free State,F0320023,Urban,SGBFN,1
Free State,C0570002,Urban,SGBFN,1
Free State,F0300001,Urban,SGBFN,1
Free State,C0170002,Urban,SGBFN,1
Free State,C0070009,Urban,SGBFN,1
Free State,F0270001,Urban,SGBFN,1
Free State,F0220005,Urban,SGBFN,1
Free State,F0110015,Urban,SGBFN,1
Free State,F0430000,Rural,SGBFN,1
Free State,F0430001,Urban,SGBFN,1
Free State,F0280002,Urban,SGBFN,1
Free State,F0030025,Urban,SGBFN,1
Free State,F0330002,Urban,SGBFN,1
Free State,F0030084,Urban,SGBFN,1
Free State,F0420000,Rural,SGBFN,1
Free State,F0130002,Urban,SGBFN,1
Free State,C0600002,Urban,SGBFN,1
Free State,C0360019,Urban,SGBFN,1
Free State,C0170000,Rural,SGBFN,1
Free State,F0190005,Urban,SGBFN,1
Free State,F0160006,Urban,SGBFN,1
Free State,C0150000,Rural,SGBFN,1
Free State,C0070002,Urban,SGBFN,1
Free State,F0060006,Urban,SGBFN,1
Free State,F0030024,Urban,SGBFN,1
Free State,F0010012,Urban,SGBFN,1
Free State,F0370005,Urban,SGBFN,1
Free State,F0270002,Urban,SGBFN,1
Free State,F0030052,Urban,SGBFN,1
Free State,F0230001,Urban,SGBFN,1
Free State,C0280015,Urban,SGBFN,1
Free State,F0390007,Urban,SGBFN,1
Free State,C0070007,Urban,SGBFN,1
Free State,F0030051,Urban,SGBFN,1
Free State,C0810007,Urban,SGBFN,1
Free State,F0350011,Urban,SGBFN,1
Free State,C0280022,Urban,SGBFN,1
Free State,C0360023,Urban,SGBFN,1
Free State,F0250007,Urban,SGBFN,1
Free State,F0020004,Urban,SGBFN,1
Free State,F0200004,Urban,SGBFN,1
Free State,F0160013,Urban,SGBFN,1
Free State,F0030083,Urban,SGBFN,1
Free State,F0030023,Urban,SGBFN,1
Free State,F0370001,Urban,SGBFN,1
Free State,F0210004,Urban,SGBFN,1
Free State,F0160012,Urban,SGBFN,1
Free State,F0070000,Rural,SGBFN,1
Free State,F0030009,Urban,SGBFN,1
Free State,F0070003,Urban,SGBFN,1
Free State,F0220004,Urban,SGBFN,1
Free State,F0040005,Urban,SGBFN,1
Free State,F0250006,Urban,SGBFN,1
Free State,F0350010,Urban,SGBFN,1
Free State,C0530002,Urban,SGBFN,1
Free State,C0210001,Urban,SGBFN,1
Free State,F0150005,Urban,SGBFN,1
Free State,C0280007,Urban,SGBFN,1
Free State,F0290003,Urban,SGBFN,1
Free State,F0020002,Urban,SGBFN,1
Free State,C0360022,Urban,SGBFN,1
Free State,F0080001,Urban,SGBFN,1
Free State,C0120000,Rural,SGBFN,1
Free State,F0030066,Urban,SGBFN,1
Free State,C0410004,Urban,SGBFN,1
Free State,F0010004,Urban,SGBFN,1
Free State,F0420004,Urban,SGBFN,1
Free State,C0280012,Urban,SGBFN,1
Free State,F0060003,Urban,SGBFN,1
Free State,F0410000,Rural,SGBFN,1
Free State,F0420003,Urban,SGBFN,1
Free State,F0400000,Rural,SGBFN,1
Free State,F0110002,Urban,SGBFN,1
Free State,F0390000,Rural,SGBFN,1
Free State,F0320026,Urban,SGBFN,1
Free State,F0140002,Urban,SGBFN,1
Free State,F0340001,Urban,SGBFN,1
Free State,C0280010,Urban,SGBFN,1
Free State,C0570006,Urban,SGBFN,1
Free State,F0110012,Urban,SGBFN,1
Free State,F0030067,Urban,SGBFN,1
Free State,C0530038,Urban,SGBFN,1
Free State,C0530036,Urban,SGBFN,1
Free State,C0800001,Urban,SGBFN,1
Free State,C0530016,Urban,SGBFN,1
Free State,C0360012,Urban,SGBFN,1
Free State,F0180003,Urban,SGBFN,1
Free State,C0360025,Urban,SGBFN,1
Free State,F0030022,Urban,SGBFN,1
Free State,F0140005,Urban,SGBFN,1
Free State,C0360030,Urban,SGBFN,1
Free State,F0240004,Urban,SGBFN,1
Free State,C0280008,Urban,SGBFN,1
Free State,F0250005,Urban,SGBFN,1
Free State,C0810000,Rural,SGBFN,1
Free State,C0170001,Urban,SGBFN,1
Free State,F0260005,Urban,SGBFN,1
Free State,F0060000,Rural,SGBFN,1
Free State,F0150004,Urban,SGBFN,1
Free State,C0070006,Urban,SGBFN,1
Free State,F0360001,Urban,SGBFN,1
Free State,F0380000,Rural,SGBFN,1
Free State,C0360002,Urban,SGBFN,1
Free State,C0150003,Urban,SGBFN,1
Free State,F0220003,Urban,SGBFN,1
Free State,F0350006,Urban,SGBFN,1
Free State,F0040007,Urban,SGBFN,1
Free State,C0310007,Urban,SGBFN,1
Free State,F0360000,Rural,SGBFN,1
Free State,C0800000,Rural,SGBFN,1
Free State,F0030050,Urban,SGBFN,1
Free State,F0030049,Urban,SGBFN,1
Free State,C0280011,Urban,SGBFN,1
Free State,C0360027,Urban,SGBFN,1
Free State,F0030012,Urban,SGBFN,1
Free State,F0220002,Urban,SGBFN,1
Free State,F0020003,Urban,SGBFN,1
Free State,C0530017,Urban,SGBFN,1
